,city,state,males,females,lat,lng,state_name,city_state,age1,age2,age3,total
1526,Avondale,AZ,3,0,33.4359181,-112.3405052,Arizona,"Avondale, Arizona",0,0,3,3
1527,Buckeye,AZ,2,0,33.426213,-112.550047978235,Arizona,"Buckeye, Arizona",0,0,2,2
1528,Bullhead City,AZ,1,0,35.123033500000005,-114.54025319111601,Arizona,"Bullhead City, Arizona",0,0,1,1
1529,Casa Grande,AZ,1,2,32.8870615,-111.736270547739,Arizona,"Casa Grande, Arizona",1,0,2,3
1530,Chandler,AZ,3,1,33.3568555,-111.8634748,Arizona,"Chandler, Arizona",1,0,3,4
1531,Cochise County,AZ,3,0,31.88086475,-109.74779832944999,Arizona,"Cochise County, Arizona",0,0,3,3
1532,Dolan Springs,AZ,2,0,35.598353,-114.275650603419,Arizona,"Dolan Springs, Arizona",0,0,2,2
1533,Everett,AZ,1,0,35.18011729999999,-114.05259,Arizona,"Everett, Arizona",0,0,1,1
1534,Florence,AZ,1,0,33.0598235,-111.430441267185,Arizona,"Florence, Arizona",0,0,1,1
1535,Gilbert,AZ,2,0,33.295215,-111.73793883628201,Arizona,"Gilbert, Arizona",0,0,2,2
1536,Glendale,AZ,9,3,33.55893,-112.404682724138,Arizona,"Glendale, Arizona",0,2,10,12
1537,Goodyear,AZ,1,0,33.435533,-112.35796090000002,Arizona,"Goodyear, Arizona",0,0,1,1
1538,Kingman,AZ,2,0,35.23069,-113.99925610469299,Arizona,"Kingman, Arizona",0,0,2,2
1539,Laveen,AZ,1,1,33.362822800000004,-112.169317,Arizona,"Laveen, Arizona",0,0,2,2
1540,Maryvale,AZ,1,0,33.5019864,-112.1776524,Arizona,"Maryvale, Arizona",0,0,0,1
1541,Mayer,AZ,1,1,34.4263595,-112.236720379163,Arizona,"Mayer, Arizona",0,0,2,2
1542,Mesa,AZ,10,4,33.436568,-111.586066539042,Arizona,"Mesa, Arizona",0,0,14,14
1543,Mohave Valley,AZ,1,1,34.9426755,-114.595720917011,Arizona,"Mohave Valley, Arizona",0,0,2,2
1544,Oro Valley,AZ,2,1,32.3909071,-110.96648799999998,Arizona,"Oro Valley, Arizona",0,0,3,3
1545,Palominas,AZ,1,0,31.3798232,-110.1184106,Arizona,"Palominas, Arizona",0,0,1,1
1546,Payson,AZ,1,0,34.2444085,-111.321310355711,Arizona,"Payson, Arizona",0,0,1,1
1547,Peoria,AZ,2,0,33.576620500000004,-112.2398262,Arizona,"Peoria, Arizona",0,0,2,2
1548,Phoenix,AZ,84,16,33.361168,-112.121302167105,Arizona,"Phoenix, Arizona",0,11,87,100
1549,Pinion,AZ,2,0,34.4613021,-114.3294255,Arizona,"Pinion, Arizona",0,0,2,2
1550,Prescott,AZ,1,0,34.540024200000005,-112.4685025,Arizona,"Prescott, Arizona",0,0,1,1
1551,Prescott Valley,AZ,2,0,34.6100243,-112.315721,Arizona,"Prescott Valley, Arizona",0,0,2,2
1552,Red Rock,AZ,1,1,33.960040500000005,-111.4448576,Arizona,"Red Rock, Arizona",0,0,2,2
1553,Sahuarita,AZ,1,0,31.929196,-110.976005859471,Arizona,"Sahuarita, Arizona",1,0,0,1
1554,Scottsdale,AZ,5,0,33.67421685,-111.856984035208,Arizona,"Scottsdale, Arizona",0,0,5,5
1555,Seligman,AZ,1,0,35.325492,-112.850903093832,Arizona,"Seligman, Arizona",0,0,1,1
1556,South Tucson,AZ,1,0,32.199521000000004,-110.968425,Arizona,"South Tucson, Arizona",0,0,1,1
1557,Sun Lakes,AZ,1,1,33.214802,-111.849762525559,Arizona,"Sun Lakes, Arizona",0,0,2,2
1558,Surprise,AZ,1,0,33.6305938,-112.333216,Arizona,"Surprise, Arizona",0,0,1,1
1559,Tempe,AZ,4,0,33.421579200000004,-111.93264006500799,Arizona,"Tempe, Arizona",0,0,4,4
1560,Tolleson,AZ,1,0,33.450049699999994,-112.25930929999998,Arizona,"Tolleson, Arizona",0,0,1,1
1561,Tucson,AZ,37,3,32.2217429,-110.926479,Arizona,"Tucson, Arizona",0,0,40,40
1562,Tuscon,AZ,2,0,32.11204655,-110.93472143826,Arizona,"Tuscon, Arizona",0,0,2,2
1563,Whippoorwill,AZ,1,0,36.0211141,-110.11262240000002,Arizona,"Whippoorwill, Arizona",0,0,1,1
1564,Wickenburg,AZ,1,0,33.9664865,-112.758793208041,Arizona,"Wickenburg, Arizona",0,1,0,1
1565,Youngtown,AZ,3,1,33.5939281,-112.3029362,Arizona,"Youngtown, Arizona",0,0,4,4
1566,Yuma,AZ,6,1,32.725324900000004,-114.624397,Arizona,"Yuma, Arizona",1,0,6,7
1567,Rainbow Valley,AZ,0,1,33.2319897,-112.38710079999998,Arizona,"Rainbow Valley, Arizona",0,0,1,1
1568,Sun City,AZ,0,1,33.6290117,-112.2819368,Arizona,"Sun City, Arizona",0,0,1,1
1569,Vernon,AZ,0,1,34.2575429,-109.692878,Arizona,"Vernon, Arizona",0,0,1,1
1570,Akron,OH,14,2,41.08144470000001,-81.51900529999998,Ohio,"Akron, Ohio",1,1,14,16
1571,Alliance,OH,1,1,40.91533620000001,-81.1059309,Ohio,"Alliance, Ohio",0,0,2,2
1572,Ashtabula,OH,1,0,41.8650534,-80.7898089,Ohio,"Ashtabula, Ohio",0,0,1,1
1573,Ashtabula County,OH,1,0,41.7167229,-80.74947,Ohio,"Ashtabula County, Ohio",0,0,1,1
1574,Athens,OH,1,0,39.3231286,-82.0954219,Ohio,"Athens, Ohio",0,0,1,1
1575,Athens County,OH,1,0,39.3231286,-82.0954219,Ohio,"Athens County, Ohio",0,0,1,1
1576,Atwater,OH,1,0,41.0239467,-81.163433,Ohio,"Atwater, Ohio",0,0,1,1
1577,Avon,OH,1,0,41.4517093,-82.0354225,Ohio,"Avon, Ohio",0,0,1,1
1578,Avondale,OH,1,0,39.147837,-84.49494279999998,Ohio,"Avondale, Ohio",0,0,1,1
1579,Barberton,OH,1,1,41.012833,-81.60512209999997,Ohio,"Barberton, Ohio",0,1,1,2
1580,Barberton ,OH,1,0,41.012833,-81.60512209999997,Ohio,"Barberton , Ohio",0,0,1,1
1581,Beavercreek,OH,1,0,39.771741,-84.0708363675497,Ohio,"Beavercreek, Ohio",0,0,1,1
1582,Brook Park,OH,1,0,41.3983838,-81.80457879999999,Ohio,"Brook Park, Ohio",0,0,1,1
1583,Brown County,OH,1,2,38.9092542,-83.8836555,Ohio,"Brown County, Ohio",0,0,3,3
1584,Cambridge,OH,2,0,40.031183,-81.5884561,Ohio,"Cambridge, Ohio",1,0,1,2
1585,Canton,OH,7,1,40.7989522,-81.3784445,Ohio,"Canton, Ohio",0,0,8,8
1586,Carey,OH,1,1,40.95255510000001,-83.3824238,Ohio,"Carey, Ohio",0,0,2,2
1587,Celina,OH,1,0,40.5489358,-84.5702338,Ohio,"Celina, Ohio",0,0,1,1
1588,Chester,OH,1,0,39.0875777,-81.9226372,Ohio,"Chester, Ohio",0,0,1,1
1589,Cincinnati,OH,43,4,39.1014537,-84.5124602,Ohio,"Cincinnati, Ohio",0,6,41,47
1590,Clark County,OH,1,0,39.92296760000001,-83.7905959,Ohio,"Clark County, Ohio",0,0,1,1
1591,Cleveland,OH,65,14,41.4871888,-81.6778691,Ohio,"Cleveland, Ohio",1,7,69,79
1592,Colerain Township,OH,3,1,39.25825255,-84.6330661678433,Ohio,"Colerain Township, Ohio",0,0,4,4
1593,College Hill,OH,1,0,40.0409054,-81.64762459999999,Ohio,"College Hill, Ohio",0,0,1,1
1594,Columbus,OH,85,6,39.9622601,-83.00070649999998,Ohio,"Columbus, Ohio",1,4,86,91
1595,Coshocton,OH,1,0,40.2720151,-81.8595757,Ohio,"Coshocton, Ohio",0,0,1,1
1596,Coshocton County,OH,2,0,40.2905684,-81.92714409999998,Ohio,"Coshocton County, Ohio",0,0,2,2
1597,Crown City,OH,1,0,38.5909166,-82.2829266,Ohio,"Crown City, Ohio",0,0,1,1
1598,Dayton,OH,26,7,39.7589478,-84.1916069,Ohio,"Dayton, Ohio",0,1,33,33
1599,Decatur,OH,1,0,38.8156269,-83.70380990000002,Ohio,"Decatur, Ohio",1,0,0,1
1600,East Cleveland,OH,1,0,41.5331066,-81.5790137,Ohio,"East Cleveland, Ohio",0,0,1,1
1601,Edison,OH,1,0,40.5575598,-82.862403,Ohio,"Edison, Ohio",0,1,0,1
1602,Elyria,OH,2,0,41.36837979999999,-82.10764859999998,Ohio,"Elyria, Ohio",0,0,2,2
1603,Euclid,OH,1,0,41.5931049,-81.5267873,Ohio,"Euclid, Ohio",0,0,1,1
1604,Evanston,OH,1,0,39.1445039,-84.4693865,Ohio,"Evanston, Ohio",0,1,0,1
1605,Fairborn,OH,2,0,39.8066035,-84.01005793697479,Ohio,"Fairborn, Ohio",0,0,2,2
1606,Fairfax,OH,1,0,39.145337700000006,-84.39327340000001,Ohio,"Fairfax, Ohio",0,0,1,1
1607,Fairfield,OH,1,1,39.3458953,-84.56050309999998,Ohio,"Fairfield, Ohio",0,0,2,2
1608,Findlay,OH,2,0,41.0442201,-83.6499321,Ohio,"Findlay, Ohio",0,0,2,2
1609,Fulton County,OH,1,0,41.6045817,-84.11410479999998,Ohio,"Fulton County, Ohio",0,0,1,1
1610,Gahanna,OH,2,0,40.019468,-82.87907059999998,Ohio,"Gahanna, Ohio",0,0,2,2
1611,Gallia County,OH,1,0,38.79524650000001,-82.35562159999998,Ohio,"Gallia County, Ohio",0,0,1,1
1612,Georgetown,OH,1,0,38.8645138,-83.9040944,Ohio,"Georgetown, Ohio",0,0,1,1
1613,Glouster,OH,1,0,39.503126,-82.0845892,Ohio,"Glouster, Ohio",0,0,1,1
1614,Granger,OH,1,0,41.1556099,-81.73179590000002,Ohio,"Granger, Ohio",0,0,1,1
1615,Hamilton,OH,5,0,39.3995067,-84.56134279999998,Ohio,"Hamilton, Ohio",0,0,5,5
1616,Hartwell,OH,1,0,39.2133917,-84.46855359999998,Ohio,"Hartwell, Ohio",0,0,1,1
1617,Hebron,OH,1,0,39.9617305,-82.4912676,Ohio,"Hebron, Ohio",0,0,1,1
1618,Hillsboro,OH,1,0,39.2022866,-83.611587,Ohio,"Hillsboro, Ohio",0,0,1,1
1619,Huber Heights,OH,1,0,39.858753,-84.11142904479121,Ohio,"Huber Heights, Ohio",0,0,1,1
1620,Ironton,OH,2,0,38.5367471,-82.6829406,Ohio,"Ironton, Ohio",0,0,2,2
1621,Jackson,OH,2,0,39.0520169,-82.63655370000002,Ohio,"Jackson, Ohio",2,0,0,2
1622,Jersey Township,OH,1,0,40.08599765,-82.7035446305574,Ohio,"Jersey Township, Ohio",0,0,1,1
1623,Kennedy Heights,OH,1,0,39.1856147,-84.408274,Ohio,"Kennedy Heights, Ohio",0,0,1,1
1624,Kent,OH,1,0,41.1536674,-81.357886,Ohio,"Kent, Ohio",0,0,1,1
1625,Knox,OH,1,0,39.2661831,-82.2857055,Ohio,"Knox, Ohio",0,0,1,1
1626,Lima,OH,2,1,40.742551,-84.1052256,Ohio,"Lima, Ohio",0,0,3,3
1627,Lincoln Heights,OH,2,0,39.2389469,-84.45549790000003,Ohio,"Lincoln Heights, Ohio",0,1,1,2
1628,Lisbon,OH,2,0,40.7720044,-80.76813359999998,Ohio,"Lisbon, Ohio",0,0,2,2
1629,Logan,OH,1,1,40.4430521,-83.7414465,Ohio,"Logan, Ohio",0,0,2,2
1630,Lorain,OH,3,2,41.452819,-82.18237459999997,Ohio,"Lorain, Ohio",0,0,5,5
1631,Madisonville,OH,1,0,39.1573886,-84.3903684,Ohio,"Madisonville, Ohio",0,0,1,1
1632,Maple Heights,OH,2,0,41.4153313,-81.565956,Ohio,"Maple Heights, Ohio",0,0,2,2
1633,Marengo,OH,1,0,40.4008945,-82.8107329,Ohio,"Marengo, Ohio",1,0,0,1
1634,Marion,OH,1,0,40.5886699,-83.12852420000002,Ohio,"Marion, Ohio",0,0,1,1
1635,Massillon,OH,1,0,40.7967244,-81.5215093,Ohio,"Massillon, Ohio",0,0,1,1
1636,Maumee,OH,1,0,41.5628294,-83.6538244,Ohio,"Maumee, Ohio",0,0,1,1
1637,Miami,OH,2,0,39.15326500000001,-84.303412,Ohio,"Miami, Ohio",0,0,2,2
1638,Middlefield,OH,1,0,41.4619986,-81.0737079,Ohio,"Middlefield, Ohio",0,0,1,1
1639,Minerva,OH,1,0,40.7297817,-81.10537640000003,Ohio,"Minerva, Ohio",1,0,0,1
1640,Minerva Park,OH,1,0,40.0764526,-82.9437921,Ohio,"Minerva Park, Ohio",0,0,1,1
1641,Montgomery County,OH,3,1,39.6837328,-84.2854817,Ohio,"Montgomery County, Ohio",0,0,4,4
1642,Mount Airy,OH,1,0,39.191447,-84.5702225,Ohio,"Mount Airy, Ohio",0,0,1,1
1643,Mount Orab,OH,1,0,39.0275659,-83.919652,Ohio,"Mount Orab, Ohio",0,0,1,1
1644,Mount Vernon,OH,1,1,40.3933956,-82.4857181,Ohio,"Mount Vernon, Ohio",0,0,2,2
1645,Mt. Airy,OH,1,0,39.191447,-84.5702225,Ohio,"Mt. Airy, Ohio",0,0,1,1
1646,Muskingum County,OH,1,0,40.0064162,-81.9984697,Ohio,"Muskingum County, Ohio",0,0,1,1
1647,New Bavaria,OH,1,1,41.2036599,-84.1682781,Ohio,"New Bavaria, Ohio",1,0,1,2
1648,New Straitsville,OH,1,1,39.577847,-82.23764890000002,Ohio,"New Straitsville, Ohio",0,0,2,2
1649,Niles,OH,1,0,41.1828353,-80.76535799999998,Ohio,"Niles, Ohio",0,0,1,1
1650,Oakley,OH,2,0,39.153670700000006,-84.424941,Ohio,"Oakley, Ohio",0,0,2,2
1651,Orient,OH,2,1,39.8028398,-83.15185550000002,Ohio,"Orient, Ohio",0,0,3,3
1652,Ostrander,OH,1,1,40.266172,-83.2126932,Ohio,"Ostrander, Ohio",0,0,2,2
1653,Ottawa,OH,2,0,41.0192185,-84.0471666,Ohio,"Ottawa, Ohio",0,2,0,2
1654,Painesville,OH,1,0,41.7244885,-81.245657,Ohio,"Painesville, Ohio",0,0,1,1
1655,Piqua,OH,1,0,40.1447732,-84.2424449,Ohio,"Piqua, Ohio",0,0,0,1
1656,Pittsfield,OH,1,0,41.2369967,-82.21904609999999,Ohio,"Pittsfield, Ohio",0,0,1,1
1657,Portsmouth,OH,2,0,38.7317431,-82.9976742,Ohio,"Portsmouth, Ohio",0,0,2,2
1658,Powell,OH,1,0,40.1578403,-83.0751869,Ohio,"Powell, Ohio",0,0,1,1
1659,Ravenna,OH,1,0,41.1575566,-81.2420473,Ohio,"Ravenna, Ohio",0,0,1,1
1660,Reynoldsburg,OH,1,0,39.95478610000001,-82.8121191,Ohio,"Reynoldsburg, Ohio",0,0,1,1
1661,Riverside,OH,1,0,39.779781,-84.1241047,Ohio,"Riverside, Ohio",0,0,1,1
1662,Rocky River,OH,1,0,41.4756031,-81.8393034,Ohio,"Rocky River, Ohio",0,0,1,1
1663,Roselawn,OH,1,0,39.1950587,-84.4624422,Ohio,"Roselawn, Ohio",0,0,1,1
1664,Salem,OH,1,1,40.9008923,-80.8567502,Ohio,"Salem, Ohio",0,0,2,2
1665,Sidney,OH,1,0,40.2842164,-84.15549870000002,Ohio,"Sidney, Ohio",0,0,1,1
1666,Solon,OH,1,0,41.3897764,-81.4412259,Ohio,"Solon, Ohio",0,0,1,1
1667,South Linden,OH,1,0,40.04061970000001,-82.96073709999997,Ohio,"South Linden, Ohio",0,0,1,1
1668,Springfield,OH,6,0,39.9242266,-83.80881720000002,Ohio,"Springfield, Ohio",0,1,5,6
1669,Springfield TWP,OH,1,0,39.20799135,-84.4834699673392,Ohio,"Springfield TWP, Ohio",0,0,1,1
1670,Springfield Township,OH,1,0,39.1998095,-84.4666503498146,Ohio,"Springfield Township, Ohio",0,0,1,1
1671,Springfield Twp,OH,1,0,39.20799135,-84.4834699673392,Ohio,"Springfield Twp, Ohio",0,0,1,1
1672,Steubenville,OH,3,0,40.3697905,-80.63396379999998,Ohio,"Steubenville, Ohio",0,0,3,3
1673,Summit County,OH,1,1,41.1457902,-81.5333603,Ohio,"Summit County, Ohio",0,0,2,2
1674,Tiffin,OH,1,0,41.1144992,-83.1779747,Ohio,"Tiffin, Ohio",0,0,1,1
1675,Toledo,OH,23,5,41.6786754,-83.51272829999998,Ohio,"Toledo, Ohio",1,0,27,28
1676,Trotwood,OH,2,0,39.7972788,-84.31133340000002,Ohio,"Trotwood, Ohio",0,1,1,2
1677,Troy,OH,3,0,40.0394982,-84.2032767,Ohio,"Troy, Ohio",0,0,3,3
1678,Warren,OH,2,1,41.2375569,-80.81841659999998,Ohio,"Warren, Ohio",0,0,3,3
1679,West Carrollton,OH,1,0,40.5728404,-81.0856532,Ohio,"West Carrollton, Ohio",0,0,1,1
1680,West Chester,OH,1,1,40.2336795,-81.3442776,Ohio,"West Chester, Ohio",0,0,2,2
1681,West Toledo,OH,1,0,41.6915318,-83.55827509999997,Ohio,"West Toledo, Ohio",0,0,1,1
1682,Westerville,OH,1,0,40.1261743,-82.9290696,Ohio,"Westerville, Ohio",0,0,1,1
1683,Westwood,OH,1,0,40.781445700000006,-81.9598667,Ohio,"Westwood, Ohio",0,0,1,1
1684,Whitehall,OH,1,0,39.96673079999999,-82.8854559,Ohio,"Whitehall, Ohio",0,0,1,1
1685,Willard,OH,1,1,41.0531134,-82.7262958,Ohio,"Willard, Ohio",0,0,1,2
1686,Woodlawn,OH,1,0,39.25200220000001,-84.47022059999998,Ohio,"Woodlawn, Ohio",0,0,1,1
1687,Woodstock,OH,1,1,40.1739475,-83.52742540000001,Ohio,"Woodstock, Ohio",0,0,2,2
1688,Yellow Springs,OH,1,0,39.80454320000001,-83.8925234,Ohio,"Yellow Springs, Ohio",0,0,1,1
1689,Youngstown,OH,7,0,41.0997803,-80.6495194,Ohio,"Youngstown, Ohio",1,0,6,7
1690,Zanesville,OH,1,0,39.9403453,-82.01319240000002,Ohio,"Zanesville, Ohio",0,0,1,1
1691,Fostoria,OH,0,1,41.156998,-83.4168702,Ohio,"Fostoria, Ohio",0,0,1,1
1692,Greenville,OH,0,1,40.1028264,-84.6330115,Ohio,"Greenville, Ohio",0,0,1,1
1693,Irondale,OH,0,1,40.5717306,-80.7264665,Ohio,"Irondale, Ohio",0,0,1,1
1694,Masury,OH,0,1,41.2111676,-80.5378495,Ohio,"Masury, Ohio",0,0,1,1
1695,Miami Twp,OH,0,1,39.159101,-84.7386535070222,Ohio,"Miami Twp, Ohio",0,0,1,1
1696,Norwood,OH,0,1,39.1556149,-84.4596641,Ohio,"Norwood, Ohio",0,0,1,1
1697,Oak Harbor,OH,0,1,41.5067173,-83.1465875,Ohio,"Oak Harbor, Ohio",0,0,1,1
1698,Pataskala,OH,0,1,39.9956193,-82.6743341,Ohio,"Pataskala, Ohio",0,0,1,1
1699,Ross County,OH,0,1,39.3455507,-83.077359,Ohio,"Ross County, Ohio",0,0,1,1
1700,Van Wert,OH,0,1,40.8014651,-84.600988,Ohio,"Van Wert, Ohio",0,0,1,1
1701,Winton Terrace,OH,0,1,39.1822808,-84.5118878,Ohio,"Winton Terrace, Ohio",0,0,1,1
1702,Wooster,OH,0,1,40.8050565,-81.93514300000002,Ohio,"Wooster, Ohio",0,0,1,1
1703,Albany,NY,4,1,42.6511674,-73.754968,New York,"Albany, New York",0,0,5,5
1704,Amherst,NY,1,1,42.9783924,-78.7997616,New York,"Amherst, New York",0,0,2,2
1705,Bath,NY,1,0,42.3370164,-77.3177577,New York,"Bath, New York",0,0,1,1
1706,Bay Shore,NY,1,0,40.7250986,-73.2453946,New York,"Bay Shore, New York",0,0,1,1
1707,Berlin,NY,1,0,42.6931351,-73.37205490000002,New York,"Berlin, New York",0,0,1,1
1708,Binghamton,NY,2,0,42.0986867,-75.9179738,New York,"Binghamton, New York",0,0,2,2
1709,Bovina,NY,1,0,42.2695295,-74.726823,New York,"Bovina, New York",0,0,1,1
1710,Brewster,NY,1,0,41.3973335,-73.6171915,New York,"Brewster, New York",0,1,0,1
1711,Brighton,NY,2,0,42.9911685,-78.83697959999998,New York,"Brighton, New York",0,0,2,2
1712,Bronx,NY,41,3,40.85010020000001,-73.86624640000002,New York,"Bronx, New York",0,3,40,44
1713,Brooklyn,NY,74,6,40.6501038,-73.9495823,New York,"Brooklyn, New York",2,1,76,80
1714,Brooklyn ,NY,1,0,40.6501038,-73.9495823,New York,"Brooklyn , New York",0,1,0,1
1715,Brownsville,NY,1,0,43.0117299,-77.3663775,New York,"Brownsville, New York",0,0,1,1
1716,Brownville,NY,1,0,41.7998155,-74.38070859999998,New York,"Brownville, New York",0,0,1,1
1717,Buffalo,NY,32,3,42.8864468,-78.8783689,New York,"Buffalo, New York",0,1,34,35
1718,Carmel,NY,1,0,41.4266361,-73.6788272,New York,"Carmel, New York",0,0,1,1
1719,Central Islip,NY,1,0,40.7906538,-73.2017811,New York,"Central Islip, New York",0,0,1,1
1720,Cornwall,NY,1,2,40.7911785,-73.97481894338759,New York,"Cornwall, New York",0,0,3,3
1721,Corona,NY,1,0,40.7469593,-73.8601456,New York,"Corona, New York",0,0,1,1
1722,Cragsmoor,NY,1,0,41.6734269,-74.3854321,New York,"Cragsmoor, New York",0,0,1,1
1723,DeRuyter,NY,1,1,42.7584005,-75.88436159999998,New York,"DeRuyter, New York",0,0,2,2
1724,Deerpark,NY,1,0,41.4250435,-74.6694090900104,New York,"Deerpark, New York",0,0,1,1
1725,East Fishkill,NY,1,0,41.5533306,-73.7956214,New York,"East Fishkill, New York",0,0,1,1
1726,Eastport,NY,1,0,40.844395,-72.7199475986933,New York,"Eastport, New York",0,0,1,1
1727,Elmont,NY,1,1,40.700936,-73.712909,New York,"Elmont, New York",0,0,2,2
1728,Enfield,NY,1,0,42.435906,-76.63133559999999,New York,"Enfield, New York",0,0,1,1
1729,Flanders,NY,1,0,40.9034328,-72.61759359999998,New York,"Flanders, New York",0,0,1,1
1730,Fort Ann,NY,1,0,43.4142375,-73.4876124,New York,"Fort Ann, New York",0,0,1,1
1731,Garden City,NY,1,0,40.7267682,-73.6342955,New York,"Garden City, New York",0,0,1,1
1732,Geneva,NY,1,0,42.8689552,-76.9777436,New York,"Geneva, New York",0,0,1,1
1733,Granville,NY,1,0,43.4078495,-73.259553,New York,"Granville, New York",0,0,1,1
1734,Greenburgh,NY,1,0,41.004542,-73.8087442,New York,"Greenburgh, New York",0,0,1,1
1735,Greenville,NY,1,0,41.3606496,-74.6165503,New York,"Greenville, New York",0,0,1,1
1736,Harlem,NY,1,0,40.8078786,-73.94541540000002,New York,"Harlem, New York",0,0,1,1
1737,Hempstead,NY,3,1,40.7062128,-73.6187397,New York,"Hempstead, New York",0,1,3,4
1738,Herkimer,NY,3,0,43.4911326,-74.94812519999998,New York,"Herkimer, New York",0,0,3,3
1739,Hoosick,NY,1,0,42.8625783,-73.32816609999998,New York,"Hoosick, New York",0,0,1,1
1740,Huntington Station,NY,1,0,40.8534318,-73.41150909999998,New York,"Huntington Station, New York",0,0,1,1
1741,Hurleyville,NY,1,0,41.735646,-74.6743277,New York,"Hurleyville, New York",0,0,1,1
1742,Islip,NY,2,0,40.72982070000001,-73.2103934,New York,"Islip, New York",0,0,2,2
1743,Lackawanna,NY,1,0,42.81909095,-78.8337177547016,New York,"Lackawanna, New York",0,0,1,1
1744,Liberty,NY,1,0,41.8012002,-74.74655,New York,"Liberty, New York",0,0,1,1
1745,Long Island,NY,1,0,43.1520122,-76.0610324,New York,"Long Island, New York",0,0,1,1
1746,Lynbrook,NY,1,0,40.6548253,-73.6717969,New York,"Lynbrook, New York",0,0,1,1
1747,Manhattan,NY,8,1,40.7902778,-73.9597222,New York,"Manhattan, New York",0,1,8,9
1748,Medford,NY,1,0,40.8175985,-73.0001068,New York,"Medford, New York",0,0,1,1
1749,Middletown,NY,1,0,41.4459271,-74.42293409999998,New York,"Middletown, New York",0,0,1,1
1750,Minerva,NY,1,0,43.7914527,-73.984302,New York,"Minerva, New York",0,0,1,1
1751,Mohawk,NY,2,0,43.0114592,-75.0040449,New York,"Mohawk, New York",0,0,2,2
1752,Monticello,NY,1,0,41.6556465,-74.6893282,New York,"Monticello, New York",0,0,1,1
1753,Nassau,NY,1,0,40.7412643,-73.5877699,New York,"Nassau, New York",0,0,1,1
1754,New Rochelle,NY,1,0,40.9115386,-73.78263630000002,New York,"New Rochelle, New York",0,0,1,1
1755,New York,NY,1,0,40.730599100000006,-73.9865812,New York,"New York, New York",0,0,1,1
1756,Newark,NY,2,0,43.04673010000001,-77.0952516,New York,"Newark, New York",0,0,2,2
1757,Newburgh,NY,3,2,41.5034271,-74.01041790000002,New York,"Newburgh, New York",0,0,5,5
1758,Niagara Falls,NY,1,1,43.099685,-79.03056351224309,New York,"Niagara Falls, New York",0,0,2,2
1759,North Amityville,NY,1,0,40.6976002,-73.425123,New York,"North Amityville, New York",0,0,1,1
1760,North Bellmore,NY,1,1,40.69149,-73.53345970000002,New York,"North Bellmore, New York",0,0,2,2
1761,North Hudson,NY,1,0,43.95255750000001,-73.7284641,New York,"North Hudson, New York",0,0,1,1
1762,North Valley Stream,NY,1,0,40.6851028,-73.70179759999998,New York,"North Valley Stream, New York",0,0,1,1
1763,Oceanside,NY,1,1,40.6387141,-73.6401296,New York,"Oceanside, New York",0,0,2,2
1764,Philipstown,NY,1,0,41.4099095,-73.9255866293917,New York,"Philipstown, New York",0,0,1,1
1765,Pleasant Valley,NY,3,1,41.7445382,-73.8212439,New York,"Pleasant Valley, New York",1,1,2,4
1766,Poughkeepsie,NY,4,1,41.7065779,-73.9284101,New York,"Poughkeepsie, New York",0,1,4,5
1767,Queens,NY,23,3,40.74982429999999,-73.7976337,New York,"Queens, New York",0,2,24,26
1768,Rochester,NY,21,3,43.1572851,-77.61521409999997,New York,"Rochester, New York",0,1,23,24
1769,Rockland County,NY,1,0,41.1591765,-74.0576158540952,New York,"Rockland County, New York",0,0,1,1
1770,Rome,NY,2,0,43.2128473,-75.45573040000002,New York,"Rome, New York",0,0,2,2
1771,Ronkonkoma,NY,1,0,40.80741775,-73.1359911337872,New York,"Ronkonkoma, New York",0,0,1,1
1772,Saratoga Springs,NY,2,1,43.08313010000001,-73.7845651,New York,"Saratoga Springs, New York",0,0,3,3
1773,Schaghticoke,NY,2,0,42.8673813,-73.62936804283002,New York,"Schaghticoke, New York",0,0,2,2
1774,Schenectady,NY,3,0,42.8142432,-73.93956870000002,New York,"Schenectady, New York",0,0,3,3
1775,Setauket,NY,1,0,40.9355473,-73.1188824,New York,"Setauket, New York",0,0,1,1
1776,Shirley,NY,1,0,42.5767271,-78.9136452,New York,"Shirley, New York",0,0,1,1
1777,Staten Island,NY,3,0,40.58343789999999,-74.1495875,New York,"Staten Island, New York",0,0,3,3
1778,Sunset Park,NY,1,0,40.6481594,-74.0034728,New York,"Sunset Park, New York",0,0,1,1
1779,Syracuse,NY,14,2,43.0481221,-76.1474244,New York,"Syracuse, New York",0,1,15,16
1780,Uniondale,NY,1,1,40.7003793,-73.5929056,New York,"Uniondale, New York",0,0,2,2
1781,Utica,NY,5,2,43.1009031,-75.2326641,New York,"Utica, New York",0,0,7,7
1782,Wakefield,NY,1,0,40.8978772,-73.8523569,New York,"Wakefield, New York",0,0,1,1
1783,Warwick,NY,1,0,41.256483,-74.3598755,New York,"Warwick, New York",0,0,1,1
1784,Washington County,NY,1,0,43.374772,-73.4301202416778,New York,"Washington County, New York",0,0,1,1
1785,Waterloo,NY,1,0,42.9047884,-76.86273680000002,New York,"Waterloo, New York",0,0,1,1
1786,Wawayanda,NY,1,1,41.3722145,-74.4594325247897,New York,"Wawayanda, New York",0,0,2,2
1787,Webster,NY,3,0,43.2122851,-77.4299939,New York,"Webster, New York",0,0,3,3
